provider,acronym,name,web_status,describe_score,define_score,define_bp_score,connection_score,flat_score,core_average,core_average_2dp,core_average_bp,core_average_bp_2dp,define_bp_source,weakest_metric,bp_categories,bp_language,submission_id,bp_version,bp_released,bp_url
bioportal,ABA-AMB,Allen Brain Atlas (ABA) Adult Mouse Brain Ontology,scored,9.99,0.01,0.01,0.0,10.0,5.0,5.0,5.0,5.0,"same_as_strict (1.0 result, not re-checked)",Connection,Mouse_Anatomy,OWL,1,1,2009-06-12T00:00:00.000-07:00,https://bioportal.bioontology.org/ontologies/ABA-AMB
bioportal,ABD,Anthology of Biosurveillance Diseases,scored,9.99,0.01,0.01,1.62,9.0,5.155,5.16,5.155,5.16,"same_as_strict (1.0 result, not re-checked)",Define,All_Organisms;Health;Human;Plant,OWL,4,,2016-09-13T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/ABD
bioportal,ACESO,Adverse Childhood Experiences Ontology,scored,9.83,0.0,0.0,0.66,9.0,4.8725000000000005,4.87,4.8725000000000005,4.87,"same_as_strict (1.0 result, not re-checked)",Define,,OWL,2,Light,2018-12-21T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/ACESO
bioportal,ACGT-MO,Cancer Research and Management ACGT Master Ontology,scored,9.79,1.24,1.24,2.73,10.0,5.9399999999999995,5.94,5.9399999999999995,5.94,"same_as_strict (1.0 result, not re-checked)",Define,Health,OWL,2,1.1,2010-01-03T00:00:00.000-08:00,https://bioportal.bioontology.org/ontologies/ACGT-MO
bioportal,ACVD_ONTOLOGY,Atherosclerotic Cerebrovascular Disease Ontology,scored,9.99,0.0,0.0,0.0,10.0,4.9975000000000005,5.0,4.9975000000000005,5.0,"same_as_strict (1.0 result, not re-checked)",Define,Neurological_Disorder,OWL,4,2.0,2023-06-08T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/ACVD_ONTOLOGY
bioportal,AD-CDO,Alzheimer's Disease Common Data Element Ontology for Clinical Trials,scored,9.97,0.0,0.0,0.19,10.0,5.04,5.04,5.04,5.04,"same_as_strict (1.0 result, not re-checked)",Define,Biomedical_Resources;Neurologic_Disease;Vocabularies,OWL,2,,2026-05-21T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/AD-CDO
bioportal,AD-DROP,Alzheimer Disease Relevance Ontology by Process,scored,9.89,0.4,0.4,2.64,8.0,5.2325,5.23,5.2325,5.23,"same_as_strict (1.0 result, not re-checked)",Define,Biomedical_Resources,OWL,1,alpha,2020-11-18T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/AD-DROP
bioportal,ADALAB,AdaLab ontology,scored,9.98,5.68,5.68,0.26,10.0,6.48,6.48,6.48,6.48,"same_as_strict (1.0 result, not re-checked)",Connection,Biological_Process,OWL,10,0.9.2,2017-06-28T18:00:05.000-07:00,https://bioportal.bioontology.org/ontologies/ADALAB
bioportal,ADALAB-META,AdaLab-meta ontology,scored,6.36,2.29,2.29,1.8,10.0,5.112500000000001,5.11,5.112500000000001,5.11,"same_as_strict (1.0 result, not re-checked)",Connection,Biomedical_Resources;Other;Vocabularies,OWL,12,0.9.2,2017-09-14T18:00:07.000-07:00,https://bioportal.bioontology.org/ontologies/ADALAB-META
bioportal,ADAR,Autism DSM-ADI-R ontology,scored,5.64,1.0,1.0,4.0,10.0,5.16,5.16,5.16,5.16,"same_as_strict (1.0 result, not re-checked)",Define,Health,OWL,1,1.1,2015-03-27T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/ADAR
bioportal,ADCAD,Arctic Data Center Academic Disciplines Ontology,scored,9.85,0.0,0.0,0.0,10.0,4.9625,4.96,4.9625,4.96,"same_as_strict (1.0 result, not re-checked)",Define,,OWL,1,Version 1.0.0,2021-12-16T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/ADCAD
bioportal,ADHER_INTCARE_EN,Adherence and Integrated Care,scored,9.92,4.1,4.1,2.28,10.0,6.575,6.58,6.575,6.58,"same_as_strict (1.0 result, not re-checked)",Connection,Biomedical_Resources;Health;Other;Taxonomic_Classification;Vocabularies,OWL,1,English 051319,2019-05-13T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/ADHER_INTCARE_EN
bioportal,ADHER_INTCARE_SP,Adherence and Integrated Care in Spanish,scored,9.92,6.87,6.87,2.35,10.0,7.285,7.28,7.285,7.28,"same_as_strict (1.0 result, not re-checked)",Connection,Biomedical_Resources;Health;Other;Taxonomic_Classification;Vocabularies,OWL,6,Spanish 052319,2019-04-26T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/ADHER_INTCARE_SP
bioportal,ADICAP,Association pour le Développement de l'Informatique en Cytologie et Anatomie Pathologique,scored,9.94,0.15,0.15,0.21,10.0,5.075,5.08,5.075,5.08,"same_as_strict (1.0 result, not re-checked)",Define,Biomedical_Resources;Cellular_anatomy_;Health;Human;Human_Developmental_Anatomy,OWL,1,10-2024,2024-10-01T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/ADICAP
bioportal,ADMF,alzhaimer dessiese main factors,not_downloadable,,,,,,,,,,,,,OWL,1,,2020-05-07T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/ADMF
bioportal,ADMIN,Nurse Administrator,scored,9.81,6.33,6.33,0.31,10.0,6.6125,6.61,6.6125,6.61,"same_as_strict (1.0 result, not re-checked)",Connection,Health,OWL,1,,2015-09-24T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/ADMIN
bioportal,ADMO,Alzheimer Disease Map Ontology,scored,10.0,0.02,0.02,7.92,10.0,6.984999999999999,6.98,6.984999999999999,6.98,"same_as_strict (1.0 result, not re-checked)",Define,Biological_Process;Human,OWL,4,beta,2018-10-17T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/ADMO
bioportal,ADO,Alzheimer's Disease Ontology,scored,9.99,3.98,3.98,0.64,10.0,6.1525,6.15,6.1525,6.15,"same_as_strict (1.0 result, not re-checked)",Connection,Health;Human;Neurologic_Disease;Neurological_Disorder,OWL,4,2.0.1,2023-09-09T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/ADO
bioportal,ADW,Animal Natural History and Life History Ontology,scored,9.86,3.28,3.28,1.65,10.0,6.1975,6.2,6.1975,6.2,"same_as_strict (1.0 result, not re-checked)",Connection,Anatomy,OWL,2,10/11/04,2010-08-31T00:00:00.000-07:00,https://bioportal.bioontology.org/ontologies/ADW
bioportal,AEO,Anatomical Entity Ontology,scored,9.98,3.51,3.51,4.52,10.0,7.0024999999999995,7.0,7.0024999999999995,7.0,"same_as_strict (1.0 result, not re-checked)",Define,Anatomy,OWL,8,,2026-01-14T18:00:05.000-08:00,https://bioportal.bioontology.org/ontologies/AEO
bioportal,AERO,Adverse Event Reporting Ontology,scored,10.0,3.83,3.83,4.94,10.0,7.1925,7.19,7.1925,7.19,"same_as_strict (1.0 result, not re-checked)",Define,Biomedical_Resources;Health,OWL,45,unknown,2013-09-12T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/AERO
bioportal,AFO,Allotrope Merged Ontology Suite,scored,10.0,6.56,6.56,3.36,10.0,7.4799999999999995,7.48,7.4799999999999995,7.48,"same_as_strict (1.0 result, not re-checked)",Connection,Chemical,OWL,45,REC/2026/06,2026-07-07T12:58:41.000+00:00,https://bioportal.bioontology.org/ontologies/AFO
bioportal,AFPO,African Population Ontology,scored,9.98,4.47,4.47,8.04,10.0,8.122499999999999,8.12,8.122499999999999,8.12,"same_as_strict (1.0 result, not re-checked)",Define,All_Organisms,OWL,1,2024-03-21,2024-03-21T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/AFPO
bioportal,AGRO,AGRonomy Ontology,scored,9.42,4.24,4.24,5.51,10.0,7.2925,7.29,7.2925,7.29,"same_as_strict (1.0 result, not re-checked)",Define,,OWL,6,,2022-11-02T18:00:07.000-07:00,https://bioportal.bioontology.org/ontologies/AGRO
bioportal,AGROCYMAC,Control y Monitoreo de afecciones en los cultivos,scored,0.0,0.0,0.0,8.27,6.0,3.5675,3.57,3.5675,3.57,"same_as_strict (1.0 result, not re-checked)",Describe,Other;Plant;Plant_Development;Vocabularies,OWL,2,,2019-02-17T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/AGROCYMAC
bioportal,AGROMOP,Control de Cacao,scored,0.0,0.0,0.0,6.7,4.0,2.675,2.68,2.675,2.68,"same_as_strict (1.0 result, not re-checked)",Describe,Plant;Plant_Development,OWL,1,1.1,2020-02-28T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/AGROMOP
bioportal,AHOL,Animal Health Ontology for Livestock,scored,9.97,0.02,0.02,3.29,10.0,5.82,5.82,5.82,5.82,"same_as_strict (1.0 result, not re-checked)",Define,,OWL,1,1.0,2018-10-23T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/AHOL
bioportal,AHSO,Animal Health Surveillance Ontology,scored,9.74,0.0,0.0,0.0,8.0,4.4350000000000005,4.44,4.4350000000000005,4.44,"same_as_strict (1.0 result, not re-checked)",Define,Biomedical_Resources;Health,OWL,1,0.1.0,2018-07-30T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/AHSO
bioportal,AI,Artificial Intelligence,scored,10.0,6.94,6.94,6.58,10.0,8.38,8.38,8.38,8.38,"same_as_strict (1.0 result, not re-checked)",Connection,Other,OWL,1,2024-08-14,2024-10-24T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/AI
bioportal,AI-RHEUM,Artificial Intelligence Rheumatology Consultant System Ontology,scored,9.99,1.39,1.39,6.71,10.0,7.0225,7.02,7.0225,7.02,"same_as_strict (1.0 result, not re-checked)",Define,Health,UMLS,1,AIR93,2013-05-08T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/AI-RHEUM
bioportal,AIDENTIFYAGE,AIdentifyAGE,scored,9.79,0.78,0.78,4.88,9.0,6.1125,6.11,6.1125,6.11,"same_as_strict (1.0 result, not re-checked)",Define,Health;Human;Taxonomic_Classification;Vocabularies,OWL,11,v1.0.9-beta,2026-05-20T18:00:08.000-07:00,https://bioportal.bioontology.org/ontologies/AIDENTIFYAGE
bioportal,AIO,Artificial Intelligence Ontology,scored,10.0,6.93,6.93,6.58,10.0,8.3775,8.38,8.3775,8.38,"same_as_strict (1.0 result, not re-checked)",Connection,Other,OWL,25,2026-07-22,2024-03-31T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/AIO
bioportal,AIRCHSITETEST,AI RCH Archaeological Site Classification,scored,9.87,0.08,0.08,0.0,0.0,2.4875,2.49,2.4875,2.49,"same_as_strict (1.0 result, not re-checked)",Connection,Other;Vocabularies,SKOS,3,,2026-08-28T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/AIRCHSITETEST
bioportal,AISM,Ontology for the Anatomy of the Insect SkeletoMuscular system,scored,10.0,6.02,6.02,8.65,10.0,8.6675,8.67,8.6675,8.67,"same_as_strict (1.0 result, not re-checked)",Define,Anatomy,OWL,6,2023-04-14,2023-04-14T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/AISM
bioportal,ALLERGIDOC,Allergy Ontology,scored,9.79,0.0,0.0,0.0,10.0,4.9475,4.95,4.9475,4.95,"same_as_strict (1.0 result, not re-checked)",Define,Health;Immunology,OWL,9,3.0,2025-03-12T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/ALLERGIDOC
bioportal,ALLERGYDETECTOR,Allergy Detector II,scored,4.05,2.57,2.57,6.18,6.0,4.699999999999999,4.7,4.699999999999999,4.7,"same_as_strict (1.0 result, not re-checked)",Define,Dysfunction,OWL,1,0.0.1,2015-05-01T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/ALLERGYDETECTOR
bioportal,ALTPROTON,An Ontology for integration and interoperability of multi-aspect data of Protein food production chains,scored,9.97,2.02,2.02,3.72,10.0,6.4275,6.43,6.4275,6.43,"same_as_strict (1.0 result, not re-checked)",Define,Protein;Taxonomic_Classification,OWL,4,The Ontology was revised after the reviews from the reviewers of Journal of Scientific Data.,2025-11-18T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/ALTPROTON
bioportal,AMINO-ACID,Amino Acid Ontology,scored,9.79,0.0,0.0,6.39,10.0,6.545,6.54,6.545,6.54,"same_as_strict (1.0 result, not re-checked)",Define,Other,OWL,2,"version 1.2, copyright The University of
			Manchester, Nick Drummond, Georgina Moulton, Robert Stevens, Phil Lord",2007-01-10T00:00:00.000-08:00,https://bioportal.bioontology.org/ontologies/AMINO-ACID
bioportal,AMPHX,The Amphioxus Development and Anatomy Ontology,scored,9.98,0.58,0.58,9.11,10.0,7.4175,7.42,7.4175,7.42,"same_as_strict (1.0 result, not re-checked)",Define,Anatomy,OWL,5,,2020-12-18T18:00:14.000-08:00,https://bioportal.bioontology.org/ontologies/AMPHX
bioportal,ANCO,ANC Ontology,scored,9.0,0.62,0.62,0.0,0.0,2.405,2.4,2.405,2.4,"same_as_strict (1.0 result, not re-checked)",Connection,,OWL,1,1.0.0,2025-11-27T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/ANCO
bioportal,AO,Asthma Ontology,scored,9.97,0.07,0.07,0.0,8.0,4.51,4.51,4.51,4.51,"same_as_strict (1.0 result, not re-checked)",Connection,Health,OWL,2,1.3,2016-03-02T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/AO
bioportal,APACOMPUTER,Computer Cluster,scored,0.0,0.0,0.0,0.0,7.0,1.75,1.75,1.75,1.75,"same_as_strict (1.0 result, not re-checked)",Describe,Vocabularies,OWL,1,,2015-09-01T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/APACOMPUTER
bioportal,APADISORDERS,Disorders cluster,scored,0.0,0.0,0.0,0.0,7.0,1.75,1.75,1.75,1.75,"same_as_strict (1.0 result, not re-checked)",Describe,Vocabularies,OWL,1,,2015-01-07T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/APADISORDERS
bioportal,APAEDUCLUSTER,Educational Cluster,scored,0.0,0.0,0.0,0.0,7.0,1.75,1.75,1.75,1.75,"same_as_strict (1.0 result, not re-checked)",Describe,Vocabularies,OWL,1,,2015-01-07T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/APAEDUCLUSTER
bioportal,APANEUROCLUSTER,APA Neuro Cluster,scored,0.0,0.0,0.0,0.0,7.0,1.75,1.75,1.75,1.75,"same_as_strict (1.0 result, not re-checked)",Describe,Vocabularies,OWL,1,,2015-01-07T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/APANEUROCLUSTER
bioportal,APAOCUEMPLOY,APA Occupational and Employment cluster,scored,0.0,0.0,0.0,0.0,7.0,1.75,1.75,1.75,1.75,"same_as_strict (1.0 result, not re-checked)",Describe,Vocabularies,OWL,1,,2015-01-06T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/APAOCUEMPLOY
bioportal,APASTATISTICAL,APA Statistical Cluster,scored,0.0,0.0,0.0,0.0,7.0,1.75,1.75,1.75,1.75,"same_as_strict (1.0 result, not re-checked)",Describe,Vocabularies,OWL,1,,2014-12-30T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/APASTATISTICAL
bioportal,APATANDT,APA Tests and Testing cluster,scored,0.0,0.0,0.0,0.0,7.0,1.75,1.75,1.75,1.75,"same_as_strict (1.0 result, not re-checked)",Describe,Vocabularies,OWL,1,,2014-12-29T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/APATANDT
bioportal,APATREATMENT,APA Treatment Cluster,scored,0.0,0.0,0.0,0.0,7.0,1.75,1.75,1.75,1.75,"same_as_strict (1.0 result, not re-checked)",Describe,Vocabularies,OWL,1,,2014-12-16T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/APATREATMENT
bioportal,APO,Ascomycete Phenotype Ontology,scored,9.98,3.15,3.15,3.78,10.0,6.7275,6.73,6.7275,6.73,"same_as_strict (1.0 result, not re-checked)",Define,Phenotype,OBO,53,2026-06-16,2026-06-16T18:00:16.000-07:00,https://bioportal.bioontology.org/ontologies/APO
bioportal,APOLLO-SV,Apollo Structured Vocabulary,scored,10.0,3.98,3.98,3.07,9.0,6.5125,6.51,6.5125,6.51,"same_as_strict (1.0 result, not re-checked)",Connection,Health,OWL,67,2026-07-19,2026-07-21T18:00:29.000-07:00,https://bioportal.bioontology.org/ontologies/APOLLO-SV
bioportal,ARCRC,Arctic Report Card,scored,9.9,5.43,5.43,0.62,9.0,6.2375,6.24,6.2375,6.24,"same_as_strict (1.0 result, not re-checked)",Connection,,OWL,6,0.12.0,2024-12-07T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/ARCRC
bioportal,ARO,Antibiotic Resistance Ontology,scored,10.0,6.77,6.77,7.64,10.0,8.6025,8.6,8.6025,8.6,"same_as_strict (1.0 result, not re-checked)",Define,,OWL,23,,2026-08-13T18:00:16.000-07:00,https://bioportal.bioontology.org/ontologies/ARO
bioportal,ASDPTO,Autism Spectrum Disorder Phenotype Ontology,scored,9.96,6.57,6.57,0.0,10.0,6.6325,6.63,6.6325,6.63,"same_as_strict (1.0 result, not re-checked)",Connection,Human;Neurological_Disorder;Phenotype,OWL,1,1,2014-01-21T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/ASDPTO
bioportal,ASPECT,"ASPECT: wind energy vAriableS, ParametErs and ConsTants",scored,9.93,6.17,6.17,0.0,0.0,4.025,4.03,4.025,4.03,"same_as_strict (1.0 result, not re-checked)",Connection,Vocabularies,SKOS,3,0.1.0,2021-10-14T18:00:19.000-07:00,https://bioportal.bioontology.org/ontologies/ASPECT
bioportal,ASSAYNODE,Assaynode,scored,9.8,5.1,5.1,0.0,9.0,5.975,5.98,5.975,5.98,"same_as_strict (1.0 result, not re-checked)",Connection,Vocabularies,OWL,2,1.0,2023-01-18T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/ASSAYNODE
bioportal,ATC,Anatomical Therapeutic Chemical Classification,scored,10.0,0.0,0.0,7.72,10.0,6.93,6.93,6.93,6.93,"same_as_strict (1.0 result, not re-checked)",Define,Chemical;Health,UMLS,25,2025_02_10,2025-11-03T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/ATC
bioportal,ATO,Amphibian Taxonomy Ontology,scored,10.0,0.0,0.0,7.82,10.0,6.955,6.96,6.955,6.96,"same_as_strict (1.0 result, not re-checked)",Define,Taxonomic_Classification,OBO,2,See Remote Site,2009-02-26T00:00:00.000-08:00,https://bioportal.bioontology.org/ontologies/ATO
bioportal,ATOL,Animal Trait Ontology for Livestock,scored,10.0,0.0,0.0,0.0,10.0,5.0,5.0,5.0,5.0,"same_as_strict (1.0 result, not re-checked)",Define,,OWL,2,6.0,2014-10-22T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/ATOL
bioportal,ATOM,Atlas Ontology Model,scored,9.69,2.08,2.08,4.59,10.0,6.59,6.59,6.59,6.59,"same_as_strict (1.0 result, not re-checked)",Define,Anatomy,OWL,1,2023-04-27,2023-04-27T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/ATOM
bioportal,AURA,KB_Bio_101,scored,9.77,0.0,0.0,6.78,10.0,6.6375,6.64,6.6375,6.64,"same_as_strict (1.0 result, not re-checked)",Define,,OWL,1,1.0,2014-01-21T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/AURA
bioportal,AZDONTO, Alzheimer's Disease Ontology,scored,9.64,0.45,0.45,4.48,8.0,5.6425,5.64,5.6425,5.64,"same_as_strict (1.0 result, not re-checked)",Define,Biomedical_Resources;Neurologic_Disease,OWL,1,0.1,2026-08-22T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/AZDONTO
bioportal,BAO,BioAssay Ontology,scored,10.0,4.68,4.68,0.75,10.0,6.3575,6.36,6.3575,6.36,"same_as_strict (1.0 result, not re-checked)",Connection,Biological_Process;Cell;Chemical;Molecule;Other;Physicochemical;Protein;Subcellular;Vocabularies,OWL,68,2.8.19,2026-05-06T18:00:20.000-07:00,https://bioportal.bioontology.org/ontologies/BAO
bioportal,BAO-GPCR,G Protein-Coupled Receptor BioAssays Ontology,scored,10.0,0.3,6.68,0.64,10.0,5.235,5.24,6.83,6.83,http://www.bioassayontology.org/bao_gpcr#definition [bioportal_definitionProperty]; http://www.bioassayontology.org/bao#definition [detected_by_name (885 uses)],Define,Biological_Process;Chemical;Molecule;Other;Physicochemical;Protein;Subcellular;Vocabularies,OWL,23,1.1,2013-10-28T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/BAO-GPCR
bioportal,BBO,Biomedical Burden Ontology,scored,10.0,5.59,5.59,0.91,10.0,6.625,6.62,6.625,6.62,"same_as_strict (1.0 result, not re-checked)",Connection,Health;Human,OWL,3,2025-09-27,2025-09-27T18:00:19.000-07:00,https://bioportal.bioontology.org/ontologies/BBO
bioportal,BCGO,Breast Cancer Grading Ontology,scored,4.62,0.6,0.6,3.53,9.0,4.4375,4.44,4.4375,4.44,"same_as_strict (1.0 result, not re-checked)",Define,Biological_Process,OWL,2,1.5,2010-11-06T00:00:00.000-07:00,https://bioportal.bioontology.org/ontologies/BCGO
bioportal,BCI-O,Brain-Computer Interaction (BCI) Ontology,scored,9.89,5.5,5.5,4.5,10.0,7.4725,7.47,7.4725,7.47,"same_as_strict (1.0 result, not re-checked)",Connection,Biomedical_Resources;Experimental_Conditions;Health;Human;Imaging;Neurologic_Disease;Neurological_Disorder;Upper_Level_Ontology;Vocabularies,OWL,6,0.9.6,2018-06-06T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/BCI-O
bioportal,BCIO,Behaviour Change Intervention Ontology,scored,10.0,6.37,6.37,0.43,10.0,6.7,6.7,6.7,6.7,"same_as_strict (1.0 result, not re-checked)",Connection,Health;Human,OWL,1,,2025-07-09T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/BCIO
bioportal,BCLION,Breast Cancer Lifestyle Ontology,scored,0.0,0.0,0.0,4.96,9.0,3.49,3.49,3.49,3.49,"same_as_strict (1.0 result, not re-checked)",Describe,Health;Human,OWL,1,1.0,2024-01-02T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/BCLION
bioportal,BCMO,Breast Cancer-Microbiome Ontology ,not_downloadable,,,,,,,,,,,,Experimental_Conditions;Human,OWL,1,,2024-12-23T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/BCMO
bioportal,BCO,Biological Collections Ontology,scored,9.93,4.58,4.58,3.67,9.0,6.795,6.8,6.795,6.8,"same_as_strict (1.0 result, not re-checked)",Connection,All_Organisms,OWL,11,2021-11-14,2021-11-14T18:00:37.000-08:00,https://bioportal.bioontology.org/ontologies/BCO
bioportal,BCON,Breast Cancer Ontology,scored,0.0,0.0,0.0,7.46,8.0,3.865,3.86,3.865,3.86,"same_as_strict (1.0 result, not re-checked)",Describe,Health;Human,OWL,2,1.0,2024-01-02T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/BCON
bioportal,BCS7,Breast Cancer Staging - 7th Edition,scored,9.57,0.0,0.0,4.51,0.0,3.52,3.52,3.52,3.52,"same_as_strict (1.0 result, not re-checked)",Define,,OWL,1,version 0.1,2018-05-13T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/BCS7
bioportal,BCS8,Breast Cancer Staging - 8th Edition,scored,9.69,0.0,0.0,5.77,0.0,3.8649999999999998,3.86,3.8649999999999998,3.86,"same_as_strict (1.0 result, not re-checked)",Define,,OWL,1,version 0.1,2018-05-13T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/BCS8
bioportal,BCSR-ONTO,Breast cancer screening recommendation ontology,scored,9.93,0.35,0.35,7.77,8.0,6.512499999999999,6.51,6.512499999999999,6.51,"same_as_strict (1.0 result, not re-checked)",Define,Biomedical_Resources;Health;Imaging,OWL,3,2.1,2023-08-09T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/BCSR-ONTO
bioportal,BCTEO,Bone and Cartilage Tissue Engineering Ontology,scored,9.96,6.35,6.35,6.07,10.0,8.095,8.1,8.095,8.1,"same_as_strict (1.0 result, not re-checked)",Connection,,OBO,4,releases/2013-08,2013-09-02T00:00:00.000-07:00,https://bioportal.bioontology.org/ontologies/BCTEO
bioportal,BCTT,Behaviour Change Technique Taxonomy,scored,10.0,0.0,0.0,0.0,7.0,4.25,4.25,4.25,4.25,"same_as_strict (1.0 result, not re-checked)",Define,,OWL,6,0.4,2015-11-22T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/BCTT
bioportal,BDO,Bone Dysplasia Ontology,scored,10.0,0.06,0.06,7.03,10.0,6.7725,6.77,6.7725,6.77,"same_as_strict (1.0 result, not re-checked)",Define,Health;Human,OWL,9,1.5,2012-02-08T00:00:00.000-08:00,https://bioportal.bioontology.org/ontologies/BDO
bioportal,BDPM,Base de Données Publique des Médicaments,scored,9.98,0.04,0.04,0.05,10.0,5.0175,5.02,5.0175,5.02,"same_as_strict (1.0 result, not re-checked)",Define,Biomedical_Resources;Chemical;Health;Human;Immunology;Molecule;Phenotype;Physicochemical,OWL,1,2025-03-04,2025-03-12T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/BDPM
bioportal,BE,Bioentities,scored,9.98,0.0,0.0,5.29,9.0,6.0675,6.07,6.0675,6.07,"same_as_strict (1.0 result, not re-checked)",Define,,OBO,5,1.0,2017-11-27T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/BE
bioportal,BERO,Biological and Environmental Research Ontology,scored,10.0,3.41,3.41,5.75,10.0,7.29,7.29,7.29,7.29,"same_as_strict (1.0 result, not re-checked)",Define,,OWL,3,2022-12-23,2022-12-23T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/BERO
bioportal,BERVO,The Biological and Environmental Research Variable Ontology,scored,10.0,7.21,7.21,0.17,10.0,6.845000000000001,6.85,6.845000000000001,6.85,"same_as_strict (1.0 result, not re-checked)",Connection,Biological_Process;Chemical;Experimental_Conditions;Physicochemical;Plant_Anatomy;Plant_Development,OWL,7,2026-09-03,2026-09-03T18:00:23.000-07:00,https://bioportal.bioontology.org/ontologies/BERVO
bioportal,BFLC,LC BIBFRAME 2.0 Vocabulary Extension,scored,8.0,5.0,5.0,0.0,5.0,4.5,4.5,4.5,4.5,"same_as_strict (1.0 result, not re-checked)",Connection,,OWL,5,1.2.0,2026-03-19T18:00:28.000-07:00,https://bioportal.bioontology.org/ontologies/BFLC
bioportal,BFO,Basic Formal Ontology,scored,9.72,1.56,1.56,7.54,9.0,6.955,6.96,6.955,6.96,"same_as_strict (1.0 result, not re-checked)",Define,Upper_Level_Ontology,OWL,2,2.0,2015-08-29T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/BFO
bioportal,BFPO,Bioreactor Fermentation Process Ontology,scored,10.0,7.4,7.4,0.11,9.0,6.6274999999999995,6.63,6.6274999999999995,6.63,"same_as_strict (1.0 result, not re-checked)",Connection,Biological_Process;Chemical;Other;Taxonomic_Classification,OWL,2,,2026-07-16T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/BFPO
bioportal,BHN,Biologie Hors Nomenclature,scored,10.0,0.0,0.0,0.0,9.0,4.75,4.75,4.75,4.75,"same_as_strict (1.0 result, not re-checked)",Define,Health;Vocabularies,OWL,1,3.2,2011-02-11T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/BHN
bioportal,BHO,Bleeding History Phenotype Ontology,scored,10.0,0.98,0.98,4.25,10.0,6.3075,6.31,6.3075,6.31,"same_as_strict (1.0 result, not re-checked)",Define,Phenotype,OWL,3,0.4,2010-12-22T00:00:00.000-08:00,https://bioportal.bioontology.org/ontologies/BHO
