provider,acronym,name,web_status,describe_score,define_score,define_bp_score,connection_score,flat_score,core_average,core_average_2dp,core_average_bp,core_average_bp_2dp,define_bp_source,weakest_metric,bp_categories,bp_language,submission_id,bp_version,bp_released,bp_url
bioportal,MFOEM,Emotion Ontology,scored,10.0,5.66,5.66,1.85,10.0,6.8775,6.88,6.8775,6.88,"same_as_strict (1.0 result, not re-checked)",Connection,Other,OWL,45,2025-07-31,2025-10-17T18:09:49.000-07:00,https://bioportal.bioontology.org/ontologies/MFOEM
bioportal,MFOMD,MFO Mental Disease Ontology,scored,10.0,5.97,5.97,2.52,10.0,7.1225,7.12,7.1225,7.12,"same_as_strict (1.0 result, not re-checked)",Connection,Health,OWL,2,2020-04-26,2020-04-26T18:07:24.000-07:00,https://bioportal.bioontology.org/ontologies/MFOMD
bioportal,MGBD,MGB Drug List,scored,9.17,0.0,0.0,0.0,4.0,3.2925,3.29,3.2925,3.29,"same_as_strict (1.0 result, not re-checked)",Define,Biomedical_Resources,OWL,7,0.6,2022-06-24T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/MGBD
bioportal,MHC,Major Histocompatibility Complex Ontology,scored,10.0,0.0,0.0,3.26,10.0,5.8149999999999995,5.82,5.8149999999999995,5.82,"same_as_strict (1.0 result, not re-checked)",Define,Genomic_and_Proteomic,OWL,4,1.0.1,2009-04-15T00:00:00.000-07:00,https://bioportal.bioontology.org/ontologies/MHC
bioportal,MHCRO,MHC Restriction Ontology,scored,10.0,0.01,0.01,8.06,10.0,7.0175,7.02,7.0175,7.02,"same_as_strict (1.0 result, not re-checked)",Define,,OWL,50,2026-09-15,2026-09-15T18:08:32.000-07:00,https://bioportal.bioontology.org/ontologies/MHCRO
bioportal,MHIO,Mental Health Interface Ontology,scored,10.0,0.0,0.0,0.0,10.0,5.0,5.0,5.0,5.0,"same_as_strict (1.0 result, not re-checked)",Define,Health;Human;Neurologic_Disease;Neurological_Disorder;Taxonomic_Classification;Upper_Level_Ontology,OBO,1,,2026-05-31T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/MHIO
bioportal,MHMO,Mental Health Management Ontology,scored,8.56,0.2,0.2,1.84,10.0,5.15,5.15,5.15,5.15,"same_as_strict (1.0 result, not re-checked)",Define,Health,OWL,9,3.2,2019-03-18T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/MHMO
bioportal,MI,Molecular Interactions,scored,9.99,6.74,6.74,7.62,10.0,8.5875,8.59,8.5875,8.59,"same_as_strict (1.0 result, not re-checked)",Define,,OBO,77,,2026-09-11T18:09:13.000-07:00,https://bioportal.bioontology.org/ontologies/MI
bioportal,MIAPA,MIAPA Ontology,scored,10.0,2.1,2.1,2.67,10.0,6.1925,6.19,6.1925,6.19,"same_as_strict (1.0 result, not re-checked)",Define,,OWL,1,,2017-05-08T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/MIAPA
bioportal,MICRONT,microntology,scored,10.0,6.87,6.87,3.42,10.0,7.5725,7.57,7.5725,7.57,same_as_strict,Connection,All_Organisms;Other;Vocabularies,OWL,2,v1.0.1,2026-04-28T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/MICRONT
bioportal,MIDO,Medical Imaging and Diagnostic Ontology,scored,10.0,0.51,0.51,4.89,10.0,6.35,6.35,6.35,6.35,"same_as_strict (1.0 result, not re-checked)",Define,Anatomy;Biological_Process;Biomedical_Resources;Health;Human;Imaging,OWL,1,2015-11-20,2022-04-25T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/MIDO
bioportal,MIFD,Minimum Information for Fermentation Devices,scored,10.0,1.07,1.07,2.08,6.0,4.7875,4.79,4.7875,4.79,"same_as_strict (1.0 result, not re-checked)",Define,,OWL,5,,2026-02-26T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/MIFD
bioportal,MIFE,Minimum information for fermentation experiments,scored,10.0,3.95,3.95,4.59,4.0,5.635,5.64,5.635,5.64,"same_as_strict (1.0 result, not re-checked)",Define,,OWL,3,,2026-02-26T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/MIFE
bioportal,MIM,Molecular Interaction Map,scored,9.55,6.41,6.41,3.73,10.0,7.4225,7.42,7.4225,7.42,"same_as_strict (1.0 result, not re-checked)",Connection,Biological_Process;Vocabularies,OWL,3,10:30:2014 16:04,2014-10-30T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/MIM
bioportal,MINERAL,Material Mineral,scored,3.53,2.42,2.42,0.0,8.0,3.4875,3.49,3.4875,3.49,"same_as_strict (1.0 result, not re-checked)",Connection,Upper_Level_Ontology,OWL,1,2.3,2016-01-08T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/MINERAL
bioportal,MINI-FAST-1,mini fast test,scored,4.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,"same_as_strict (1.0 result, not re-checked)",Define,,SKOS,1,,2017-10-02T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/MINI-FAST-1
bioportal,MIO,Myocardial Infarction Ontology,scored,9.97,0.13,4.05,3.79,10.0,5.9725,5.97,6.9525,6.95,http://www.w3.org/2000/01/rdf-schema#isDefinedBy [detected_by_name (3860 uses)],Define,Health;Human;Phenotype,OWL,7,V1.0.0,2024-08-18T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/MIO
bioportal,MIRAPIE,MInimal Requirements for Automated Provenance Information Enrichment in biomedical research,scored,10.0,5.42,5.42,0.92,8.0,6.085,6.08,6.085,6.08,"same_as_strict (1.0 result, not re-checked)",Connection,Health;Upper_Level_Ontology,OWL,2,1.0.1,2026-02-05T18:11:25.000-08:00,https://bioportal.bioontology.org/ontologies/MIRAPIE
bioportal,MIRNAO,MicroRNA Ontology,not_downloadable,,,,,,,,,,,,Other,OWL,12,1.7,2015-08-19T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/MIRNAO
bioportal,MIRO,Mosquito Insecticide Resistance,scored,10.0,5.42,5.42,7.74,10.0,8.29,8.29,8.29,8.29,"same_as_strict (1.0 result, not re-checked)",Define,Phenotype,OBO,1152,releases/2014-05-14,2015-08-20T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/MIRO
bioportal,MISO,Microbial Isolation Source Ontology,scored,10.0,0.08,0.08,0.0,8.0,4.52,4.52,4.52,4.52,"same_as_strict (1.0 result, not re-checked)",Connection,All_Organisms;Experimental_Conditions;Other;Physicochemical,OWL,2,,2025-06-16T18:09:06.000-07:00,https://bioportal.bioontology.org/ontologies/MISO
bioportal,MIXS,Minimal Information about any Sequence Ontology,scored,10.0,2.07,2.07,6.87,10.0,7.235,7.24,7.235,7.24,"same_as_strict (1.0 result, not re-checked)",Define,All_Organisms;Experimental_Conditions;Molecule;Other;Vocabularies,OWL,20,7.0.1,2026-08-01T18:07:05.000-07:00,https://bioportal.bioontology.org/ontologies/MIXS
bioportal,MIXSCV,Minimal Information about any Sequence (MIxS) Controlled Vocabularies,scored,9.98,0.01,0.01,0.0,8.0,4.4975000000000005,4.5,4.4975000000000005,4.5,"same_as_strict (1.0 result, not re-checked)",Connection,,OBO,2,1,2012-01-26T00:00:00.000-08:00,https://bioportal.bioontology.org/ontologies/MIXSCV
bioportal,MLTX,Machine Learning Methodology Taxonomy Mapping,scored,10.0,5.14,5.14,1.79,5.0,5.4825,5.48,5.4825,5.48,"same_as_strict (1.0 result, not re-checked)",Connection,Vocabularies,OWL,1,1,2021-09-10T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/MLTX
bioportal,ML_MCR_TX,MultiCaRe Taxonomy (ML Labels),scored,10.0,0.0,0.0,7.66,10.0,6.915,6.92,6.915,6.92,"same_as_strict (1.0 result, not re-checked)",Define,Anatomy;Biomedical_Resources;Health;Human;Imaging,OWL,1,,2024-12-13T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/ML_MCR_TX
bioportal,MM,mm,no_submission,,,,,,,,,,,,,,-1,,,https://bioportal.bioontology.org/ontologies/MM
bioportal,MMO,Measurement Method Ontology,scored,9.99,6.13,6.13,6.94,9.0,8.015,8.02,8.015,8.02,"same_as_strict (1.0 result, not re-checked)",Define,Phenotype,OBO,133,2.109,2023-07-10T18:11:01.000-07:00,https://bioportal.bioontology.org/ontologies/MMO
bioportal,MMUSDV,Mouse Developmental Stages,scored,9.91,6.95,6.95,8.74,10.0,8.9,8.9,8.9,8.9,"same_as_strict (1.0 result, not re-checked)",Define,,OWL,40,,2018-09-12T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/MMUSDV
bioportal,MNR,Material Natural Resource ,scored,2.92,2.01,2.01,0.64,9.0,3.6425,3.64,3.6425,3.64,"same_as_strict (1.0 result, not re-checked)",Connection,Upper_Level_Ontology,OWL,1,2.3,2016-01-08T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/MNR
bioportal,MNV,VODANA Migrants,scored,9.96,6.03,6.03,0.0,0.0,3.9975000000000005,4.0,3.9975000000000005,4.0,"same_as_strict (1.0 result, not re-checked)",Connection,Vocabularies,SKOS,1,1.0,2021-07-21T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/MNV
bioportal,MO,Microarray and Gene Expression Data Ontology,scored,10.0,6.4,6.4,1.34,10.0,6.935,6.94,6.935,6.94,"same_as_strict (1.0 result, not re-checked)",Connection,Experimental_Conditions,OWL,3,1.3.1.1,2018-02-17T18:06:44.000-08:00,https://bioportal.bioontology.org/ontologies/MO
bioportal,MOC,Material Organic Compound,scored,3.6,0.15,0.15,2.66,9.0,3.8525,3.85,3.8525,3.85,"same_as_strict (1.0 result, not re-checked)",Define,Upper_Level_Ontology,OWL,1,2.3,2016-01-08T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/MOC
bioportal,MODSCI,Modern Science Ontology,scored,6.62,3.9,3.9,0.93,10.0,5.3625,5.36,5.3625,5.36,"same_as_strict (1.0 result, not re-checked)",Connection,Upper_Level_Ontology,OWL,3,1.0,2019-12-01T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/MODSCI
bioportal,MOLSIM,Molecular Simulation Ontology,scored,10.0,6.84,6.84,3.78,10.0,7.655,7.66,7.655,7.66,"same_as_strict (1.0 result, not re-checked)",Connection,,OWL,13,2026-09-18,2026-09-18T18:07:40.000-07:00,https://bioportal.bioontology.org/ontologies/MOLSIM
bioportal,MOMCARE,MomCareVocabulary,scored,9.96,6.6,6.6,0.0,0.0,4.140000000000001,4.14,4.140000000000001,4.14,"same_as_strict (1.0 result, not re-checked)",Connection,,SKOS,1,1.1,2023-05-17T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/MOMCARE
bioportal,MONDO,Mondo Disease Ontology,scored,10.0,3.87,3.87,7.92,10.0,7.9475,7.95,7.9475,7.95,"same_as_strict (1.0 result, not re-checked)",Define,,OWL,84,2026-09-01,2026-09-01T18:11:36.000-07:00,https://bioportal.bioontology.org/ontologies/MONDO
bioportal,MONO,Monogenean Ontology,scored,0.05,0.02,0.02,7.32,7.0,3.5975,3.6,3.5975,3.6,"same_as_strict (1.0 result, not re-checked)",Define,,OWL,2,,2016-10-12T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/MONO
bioportal,MOOCCIADO,Molgula occidentalis Anatomy and Development Ontology,scored,9.99,6.82,6.82,9.7,10.0,9.127500000000001,9.13,9.127500000000001,9.13,"same_as_strict (1.0 result, not re-checked)",Define,Anatomy;Animal_Development,OBO,2,,2015-08-06T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/MOOCCIADO
bioportal,MOOCCUADO,Molgula occulta Anatomy and Development Ontology,scored,9.99,6.82,6.82,9.7,10.0,9.127500000000001,9.13,9.127500000000001,9.13,"same_as_strict (1.0 result, not re-checked)",Define,Anatomy;Animal_Development,OBO,2,,2015-08-06T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/MOOCCUADO
bioportal,MOOCULADO,Molgula oculata Anatomy and Development Ontology,scored,9.99,6.82,6.82,9.7,10.0,9.127500000000001,9.13,9.127500000000001,9.13,"same_as_strict (1.0 result, not re-checked)",Define,Anatomy;Animal_Development,OBO,2,,2015-08-06T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/MOOCULADO
bioportal,MOP,Molecular Process Ontology,scored,10.0,6.61,6.61,7.59,10.0,8.55,8.55,8.55,8.55,"same_as_strict (1.0 result, not re-checked)",Define,,OWL,8,,2022-05-17T18:09:30.000-07:00,https://bioportal.bioontology.org/ontologies/MOP
bioportal,MOSAIC,The MOSAiC Ontology,scored,9.99,0.0,0.0,9.41,9.0,7.1,7.1,7.1,7.1,"same_as_strict (1.0 result, not re-checked)",Define,,OWL,4,Version 1.0.1,2021-09-10T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/MOSAIC
bioportal,MP,Mammalian Phenotype Ontology,scored,10.0,6.33,6.33,7.33,10.0,8.415,8.41,8.415,8.41,"same_as_strict (1.0 result, not re-checked)",Define,Phenotype,OBO,462,2026-06-17,2026-06-22T18:06:43.000-07:00,https://bioportal.bioontology.org/ontologies/MP
bioportal,MPATH,Mouse Pathology Ontology,scored,9.99,6.07,6.07,6.99,10.0,8.262500000000001,8.26,8.262500000000001,8.26,"same_as_strict (1.0 result, not re-checked)",Define,Phenotype,OBO,22,2020-05-19,2023-09-30T18:17:48.000-07:00,https://bioportal.bioontology.org/ontologies/MPATH
bioportal,MPIO,Minimum PDDI Information Ontology,scored,9.86,4.78,4.78,3.92,8.0,6.640000000000001,6.64,6.640000000000001,6.64,"same_as_strict (1.0 result, not re-checked)",Connection,Health,OWL,2,2023-10-17,2023-10-17T18:10:08.000-07:00,https://bioportal.bioontology.org/ontologies/MPIO
bioportal,MPO,Microbial Phenotype Ontology,scored,9.85,0.2,0.2,0.0,10.0,5.012499999999999,5.01,5.012499999999999,5.01,"same_as_strict (1.0 result, not re-checked)",Connection,Microbial_Anatomy;Phenotype,OWL,7,Version 0.74 alpha,2019-06-07T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/MPO
bioportal,MRO,Defen,scored,7.64,0.59,0.59,1.05,10.0,4.82,4.82,4.82,4.82,"same_as_strict (1.0 result, not re-checked)",Define,,OWL,1,,2017-04-10T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/MRO
bioportal,MS,Mass Spectrometry Ontology,scored,10.0,6.66,6.66,8.04,10.0,8.675,8.68,8.675,8.68,"same_as_strict (1.0 result, not re-checked)",Define,Experimental_Conditions;Protein,OBO,296,4.1.195,2026-09-18T18:08:03.000-07:00,https://bioportal.bioontology.org/ontologies/MS
bioportal,MSCDO,Medication Safety Co-Decision Ontology ,scored,7.97,1.17,1.17,2.47,6.0,4.4025,4.4,4.4025,4.4,same_as_strict,Define,,OWL,2,,2026-05-27T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/MSCDO
bioportal,MSO,Multiple sclerosis ontology,scored,9.97,0.0,0.0,0.44,10.0,5.1025,5.1,5.1025,5.1,"same_as_strict (1.0 result, not re-checked)",Define,Neurologic_Disease,OWL,2,,2014-11-11T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/MSO
bioportal,MSR,Mammography screening recommendation,scored,9.62,2.05,2.05,7.16,7.0,6.4575,6.46,6.4575,6.46,"same_as_strict (1.0 result, not re-checked)",Define,Other,OWL,1,0.0.1,2022-12-04T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/MSR
bioportal,MSTDE,Minimal Standard Terminology of Digestive Endoscopy,scored,9.99,0.01,0.01,8.6,10.0,7.15,7.15,7.15,7.15,"same_as_strict (1.0 result, not re-checked)",Define,,UMLS,24,MTHMST2001,2024-05-06T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/MSTDE
bioportal,MSV,Metagenome Sample Vocabulary,scored,0.15,0.05,0.05,7.55,6.0,3.4375,3.44,3.4375,3.44,"same_as_strict (1.0 result, not re-checked)",Define,Other,OWL,2,0.2,2017-09-09T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/MSV
bioportal,MVAONT,Mosquito Vector Association Ontology with Biocontrol Agents,scored,0.06,0.04,0.04,7.3,10.0,4.35,4.35,4.35,4.35,"same_as_strict (1.0 result, not re-checked)",Define,Other,OWL,2,Version2,2022-09-05T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/MVAONT
bioportal,MWLA,Medical Web Lifestyle Aggregator,scored,0.0,0.0,0.0,0.06,7.0,1.765,1.76,1.765,1.76,"same_as_strict (1.0 result, not re-checked)",Describe,Vocabularies,OWL,1,0.0.1,2015-04-26T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/MWLA
bioportal,MWO,NFDI MatWerk Ontology,scored,9.97,6.65,6.65,1.51,10.0,7.032500000000001,7.03,7.032500000000001,7.03,"same_as_strict (1.0 result, not re-checked)",Connection,,OWL,1,3.0.0,2025-03-28T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/MWO
bioportal,N-CDOH,Non Clinical Determinants of Health,scored,0.96,0.37,0.37,5.87,10.0,4.3,4.3,4.3,4.3,"same_as_strict (1.0 result, not re-checked)",Define,Health;Human,OWL,4,v1,2023-03-14T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/N-CDOH
bioportal,NAMO,New Approach Methodology Ontology,scored,10.0,5.29,5.29,6.24,10.0,7.8825,7.88,7.8825,7.88,"same_as_strict (1.0 result, not re-checked)",Define,Biomedical_Resources;Chemical;Experimental_Conditions;Health;Phenotype;Physicochemical,OWL,2,,2026-08-01T18:07:50.000-07:00,https://bioportal.bioontology.org/ontologies/NAMO
bioportal,NANDO,Nanbyo Disease Ontology,scored,10.0,3.54,3.54,0.13,10.0,5.9175,5.92,5.9175,5.92,"same_as_strict (1.0 result, not re-checked)",Connection,Biomedical_Resources;Health;Human,OWL,19,2025-08-26,2021-07-23T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/NANDO
bioportal,NATPRO,Natural Products Ontology,scored,3.01,0.0,0.0,5.53,10.0,4.635,4.64,4.635,4.64,"same_as_strict (1.0 result, not re-checked)",Define,,OWL,1,unknown,2012-02-08T00:00:00.000-08:00,https://bioportal.bioontology.org/ontologies/NATPRO
bioportal,NBO,Neuro Behavior Ontology,scored,10.0,1.86,1.86,6.36,10.0,7.055,7.06,7.055,7.06,"same_as_strict (1.0 result, not re-checked)",Define,,OWL,38,2023-07-04,2023-07-04T18:11:51.000-07:00,https://bioportal.bioontology.org/ontologies/NBO
bioportal,NCBITAXON,National Center for Biotechnology Information (NCBI) Organismal Classification,scored,10.0,0.0,0.0,7.69,10.0,6.9225,6.92,6.9225,6.92,"same_as_strict (1.0 result, not re-checked)",Define,Taxonomic_Classification,UMLS,27,2025_04_10,2025-11-03T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/NCBITAXON
bioportal,NCCNEHR,NCCN EHR Oncology Categories,scored,8.0,5.08,5.08,7.18,0.0,5.0649999999999995,5.06,5.0649999999999995,5.06,"same_as_strict (1.0 result, not re-checked)",Flat,Biomedical_Resources;Health,OWL,1,1.0.0,2017-10-11T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/NCCNEHR
bioportal,NCCO,Nursing Care Coordination Ontology,scored,9.98,0.26,0.26,0.0,10.0,5.0600000000000005,5.06,5.0600000000000005,5.06,"same_as_strict (1.0 result, not re-checked)",Connection,Health,OWL,1,1.0,2013-11-05T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/NCCO
bioportal,NCIT,National Cancer Institute Thesaurus,scored,10.0,0.0,5.66,8.57,10.0,7.1425,7.14,8.557500000000001,8.56,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#P97 [bioportal_definitionProperty + detected_by_name],Define,,OWL,151,26.08e,2026-09-01T18:13:46.000-07:00,https://bioportal.bioontology.org/ontologies/NCIT
bioportal,NCOD,NCoD,parse_failed,,,,,,,,,,,,Vocabularies,SKOS,1,0.1.1,2021-05-23T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/NCOD
bioportal,NCRO,Non-coding RNA Ontology,scored,10.0,5.51,5.51,7.01,10.0,8.129999999999999,8.13,8.129999999999999,8.13,"same_as_strict (1.0 result, not re-checked)",Define,,OWL,12,Working version 06102015,2016-02-01T18:05:44.000-08:00,https://bioportal.bioontology.org/ontologies/NCRO
bioportal,NDDF,National Drug Data File,not_downloadable,,,,,,,,,,,,Health,UMLS,27,2025_08_13,2025-11-03T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/NDDF
bioportal,NDDO,Neurodegenerative Disease Data Ontology,scored,9.37,1.6,1.6,8.73,10.0,7.425,7.42,7.425,7.42,"same_as_strict (1.0 result, not re-checked)",Define,Neurologic_Disease;Neurological_Disorder,OWL,10,0.2,2019-06-03T18:08:49.000-07:00,https://bioportal.bioontology.org/ontologies/NDDO
bioportal,NDDRFO,Neurodegenerative Disease Risk Factor Ontology,scored,9.99,0.3,0.3,6.93,10.0,6.805,6.8,6.805,6.8,"same_as_strict (1.0 result, not re-checked)",Define,Biological_Process;Biomedical_Resources;Cell;Genomic_and_Proteomic;Health;Human;Neurologic_Disease;Neurological_Disorder;Phenotype;Protein,OWL,3,V1.0.0,2025-12-07T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/NDDRFO
bioportal,NDFRT,National Drug File - Reference Terminology,not_downloadable,,,,,,,,,,,,Health,UMLS,13,NDFRT_2018_02_05_18_03_05,2018-05-07T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/NDFRT
bioportal,NEET_,NEET_Ontology_,scored,9.33,4.55,4.55,0.0,0.0,3.4699999999999998,3.47,3.4699999999999998,3.47,"same_as_strict (1.0 result, not re-checked)",Connection,Health,SKOS,1,,2025-04-23T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/NEET_
bioportal,NEIC-ONTO,Unoffical NeIC Organisation Vocabulary,scored,9.6,2.51,2.51,0.0,0.0,3.0275,3.03,3.0275,3.03,"same_as_strict (1.0 result, not re-checked)",Connection,Vocabularies,SKOS,5,0.2.2,2023-01-24T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/NEIC-ONTO
bioportal,NEICBEER,The NeIC PaRI beer vocabulary,scored,9.77,0.84,0.84,0.17,0.0,2.695,2.7,2.695,2.7,"same_as_strict (1.0 result, not re-checked)",Flat,Other,SKOS,1,0.1.0,2021-06-14T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/NEICBEER
bioportal,NEIO,Neural Electronic Interface Ontology,scored,10.0,4.24,4.24,5.62,9.0,7.215,7.22,7.215,7.22,"same_as_strict (1.0 result, not re-checked)",Define,Health;Neurologic_Disease;Neurological_Disorder,OWL,3,2024-06-25,2024-06-28T18:12:46.000+00:00,https://bioportal.bioontology.org/ontologies/NEIO
bioportal,NEMO,Neural ElectroMagnetic Ontology,scored,9.99,0.21,6.12,2.01,10.0,5.5525,5.55,7.029999999999999,7.03,http://purl.bioontology.org/NEMO/ontology/NEMO_annotation_properties.owl#definition [bioportal_definitionProperty + detected_by_name],Define,Anatomy;Biological_Process;Experimental_Conditions;Human;Imaging,OWL,24,v3.10,2013-10-21T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/NEMO
bioportal,NEO,Neurologic Examination Ontology,scored,9.98,0.0,0.0,0.0,10.0,4.995,5.0,4.995,5.0,same_as_strict,Define,Health;Neurologic_Disease;Neurological_Disorder;Taxonomic_Classification,OWL,90,49.0,2022-07-05T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/NEO
bioportal,NEOMARK3,"Neomark Oral Cancer Ontology, version 3",scored,9.82,6.11,6.11,8.2,8.0,8.032499999999999,8.03,8.032499999999999,8.03,"same_as_strict (1.0 result, not re-checked)",Define,Health,OWL,2,3.1,2010-05-17T00:00:00.000-07:00,https://bioportal.bioontology.org/ontologies/NEOMARK3
bioportal,NEOMARK4,"Neomark Oral Cancer Ontology, version 4",scored,10.0,0.68,0.68,0.54,10.0,5.305,5.3,5.305,5.3,"same_as_strict (1.0 result, not re-checked)",Connection,Anatomy;Genomic_and_Proteomic;Health;Human,OWL,1,4.1,2011-03-24T00:00:00.000-07:00,https://bioportal.bioontology.org/ontologies/NEOMARK4
bioportal,NERO,Named Entity Recognition Ontology ,scored,9.84,1.52,1.52,2.79,10.0,6.0375,6.04,6.0375,6.04,"same_as_strict (1.0 result, not re-checked)",Define,Biomedical_Resources,OWL,1,"The main developer of NERO is Prof. Robert Stevens, the University of Manchester",2021-04-28T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/NERO
bioportal,NEUDIGS,Neuroscience Domain Insight Graph,scored,9.58,4.53,4.53,0.0,7.0,5.2775,5.28,5.2775,5.28,"same_as_strict (1.0 result, not re-checked)",Connection,Anatomy;Cell;Cellular_anatomy_,OWL,1,0.0.1,2017-02-23T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/NEUDIGS
bioportal,NEUMORE,Neural Motor Recovery Ontology,scored,9.71,0.0,0.0,0.0,7.0,4.1775,4.18,4.1775,4.18,"same_as_strict (1.0 result, not re-checked)",Define,,OWL,1,0.1,2010-07-28T00:00:00.000-07:00,https://bioportal.bioontology.org/ontologies/NEUMORE
bioportal,NEUROBRG,NeuroBridge Ontology,scored,10.0,0.82,0.82,0.35,10.0,5.2925,5.29,5.2925,5.29,"same_as_strict (1.0 result, not re-checked)",Connection,Biomedical_Resources;Experimental_Conditions;Imaging;Neurologic_Disease,OWL,2,1.0 (Release 2023),2023-06-21T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/NEUROBRG
bioportal,NEXUS,"NEXUS: An Integrated Semantic Framework and Ontology for Neurodegenerative Disease Knowledge - Linking Clinical, Cognitive, Biological, and Artificial Intelligence Domains",scored,9.95,0.03,0.03,2.12,10.0,5.5249999999999995,5.52,5.5249999999999995,5.52,"same_as_strict (1.0 result, not re-checked)",Define,Biomedical_Resources;Genomic_and_Proteomic;Neurologic_Disease;Neurological_Disorder,OWL,1,1.0.0,2026-09-20T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/NEXUS
bioportal,NGBO,Next Generation Biobanking Ontology,scored,10.0,4.9,4.9,0.68,10.0,6.395,6.4,6.395,6.4,"same_as_strict (1.0 result, not re-checked)",Connection,Biomedical_Resources,OWL,4,2024-08-27,2024-09-04T18:16:17.000-07:00,https://bioportal.bioontology.org/ontologies/NGBO
bioportal,NGSONTO,NGS ontology,scored,9.33,3.74,3.74,3.66,10.0,6.6825,6.68,6.6825,6.68,"same_as_strict (1.0 result, not re-checked)",Connection,,OWL,32,1.2,2016-03-12T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/NGSONTO
bioportal,NHSQI2009,NHS Quality Indicators,no_submission,,,,,,,,,,,,Health,,-1,,,https://bioportal.bioontology.org/ontologies/NHSQI2009
bioportal,NIC,Nursing Interventions Classification,no_submission,,,,,,,,,,,,Health,,-1,,,https://bioportal.bioontology.org/ontologies/NIC
bioportal,NIDM-RESULTS,NIDM-Results,scored,9.69,5.81,5.81,0.74,10.0,6.56,6.56,6.56,6.56,"same_as_strict (1.0 result, not re-checked)",Connection,Imaging;Other,OWL,2,Recommendation version 2013-04-30,2016-06-07T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/NIDM-RESULTS
bioportal,NIFCELL,Neuroscience Information Framework (NIF) Cell Ontology,scored,9.97,3.66,3.66,0.0,10.0,5.907500000000001,5.91,5.907500000000001,5.91,"same_as_strict (1.0 result, not re-checked)",Connection,,OWL,15,"v.1.10 - July 17, 2013",2017-10-10T00:00:00.000+00:00,https://bioportal.bioontology.org/ontologies/NIFCELL
