acronym,eval_status,eval_bytes,triple_count,entities,classes,individuals,bp_classes,sniffed_format,parse_format,eval_seconds,wall_seconds,parent_peak_rss_mb,gpu_peak_allocated_mb,define_device,define_defined,time_sniff,time_parse,time_identity,time_index,time_stats,time_describe,time_define,time_connection,time_flat,time_entities_table,time_total,time_write_outputs,time_define_bp,define_seconds_encode_labels,define_seconds_encode_definitions,download_seconds
FPLX,done,1627468.0,14321.0,708.0,708.0,0.0,707.0,xml,xml,0.991,0.991,0.0,451.8,cuda,1.0,0.0,0.508,0.002,0.163,0.001,0.003,0.016,0.001,0.003,0.003,0.849,0.011,,0.007,0.007,0.618
FRMO,done,991324.0,6907.0,892.0,891.0,1.0,890.0,xml,xml,0.681,0.681,0.0,942.0,cuda,135.0,0.0,0.244,0.001,0.02,0.001,0.003,0.129,0.001,0.003,0.004,0.547,0.014,,0.027,0.098,0.507
FTC,done,100783900.0,1155233.0,61426.0,61426.0,0.0,61426.0,xml,xml,63.653,63.653,3550.9,1062.7,cuda,23753.0,0.0,35.433,0.056,7.199,0.097,0.187,13.598,0.642,0.92,0.31,62.28,0.669,,3.578,9.59,33.056
FYPO,done,71534736.0,875774.0,16654.0,16637.0,17.0,16636.0,xml,xml,46.369,46.369,3013.0,1075.9,cuda,15633.0,0.001,26.935,0.0,5.62,0.034,0.114,9.201,0.418,0.211,0.087,45.523,0.288,,2.393,6.554,23.697
G-PROV,done,403826.0,3911.0,152.0,138.0,14.0,138.0,xml,xml,0.475,0.475,0.0,912.4,cuda,111.0,0.0,0.116,0.0,0.01,0.0,0.001,0.081,0.001,0.001,0.001,0.344,0.007,,0.011,0.068,0.276
G4-DSIP,done,29103.0,225.0,30.0,29.0,1.0,2.0,xml,xml,0.286,0.286,0.0,511.1,cuda,27.0,0.0,0.008,0.001,0.001,0.0,0.0,0.025,0.0,0.0,0.001,0.162,0.006,,0.01,0.014,0.196
GALEN,done,24480459.0,281492.0,23142.0,23142.0,0.0,23141.0,xml,xml,13.381,13.381,2159.0,690.8,cuda,1167.0,0.0,8.939,0.017,1.853,0.022,0.04,0.522,0.154,0.332,0.081,12.952,0.195,,0.334,0.143,8.126
GALLONT,done,1116680.0,12078.0,402.0,396.0,6.0,395.0,xml,xml,0.855,0.855,0.0,983.1,cuda,348.0,0.0,0.351,0.0,0.034,0.001,0.002,0.168,0.003,0.003,0.002,0.71,0.012,,0.029,0.133,0.453
GAMUTS,done,34933759.0,537796.0,16877.0,16877.0,0.0,16876.0,xml,xml,23.191,23.191,2467.0,450.7,,0.0,0.0,17.096,0.021,2.72,0.026,0.062,0.027,0.432,0.558,0.073,22.754,0.121,,,,11.562
GAZ,done,1308877129.0,12904895.0,668839.0,668839.0,0.0,668838.0,xml,xml,801.792,801.792,19627.2,2565.9,cuda,524249.0,0.0,479.05,0.779,94.649,1.558,4.931,120.058,14.242,9.076,4.89,783.081,9.469,,45.638,66.348,710.043
GB,done,38785.0,312.0,14.0,14.0,0.0,13.0,xml,xml,0.297,0.297,0.0,458.9,cuda,11.0,0.0,0.012,0.001,0.001,0.0,0.0,0.019,0.0,0.0,0.001,0.168,0.006,,0.009,0.008,0.22
GBM,done,94249.0,729.0,109.0,109.0,0.0,109.0,xml,xml,0.302,0.302,0.0,456.2,cuda,4.0,0.0,0.025,0.001,0.002,0.0,0.0,0.019,0.0,0.001,0.001,0.174,0.006,,0.009,0.008,0.201
GBOL,done,1565175.0,17652.0,1705.0,337.0,1368.0,337.0,xml,xml,1.204,1.204,1685.7,983.1,cuda,427.0,0.0,0.517,0.002,0.173,0.002,0.004,0.188,0.006,0.008,0.005,1.067,0.021,,0.042,0.139,0.638
GCBO,done,1256434.0,13199.0,1350.0,1350.0,0.0,1349.0,xml,xml,1.108,1.108,1678.4,983.1,cuda,395.0,0.0,0.398,0.001,0.156,0.001,0.004,0.241,0.002,0.006,0.006,0.964,0.019,,0.044,0.189,0.517
GCDFO,done,554610.0,4874.0,412.0,377.0,35.0,146.0,xml,xml,0.602,0.602,0.0,983.1,cuda,356.0,0.0,0.152,0.0,0.013,0.001,0.002,0.167,0.0,0.001,0.002,0.47,0.012,,0.034,0.128,0.347
GCO,done,9179.0,41.0,5.0,5.0,0.0,5.0,xml,xml,0.237,0.237,0.0,450.7,,0.0,0.0,0.003,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.125,0.005,,,,0.214
GDCO,done,145872.0,1332.0,73.0,73.0,0.0,73.0,xml,xml,0.332,0.332,0.0,522.0,cuda,27.0,0.0,0.043,0.0,0.003,0.0,0.0,0.026,0.0,0.001,0.001,0.2,0.006,,0.01,0.014,0.232
GDMT,done,1389798.0,14476.0,1993.0,1992.0,1.0,2.0,xml,xml,1.046,1.046,1679.9,981.5,cuda,128.0,0.0,0.477,0.001,0.161,0.002,0.005,0.1,0.001,0.002,0.006,0.904,0.019,,0.012,0.082,0.611
GDOA,done,295977.0,2234.0,282.0,196.0,86.0,196.0,xml,xml,0.49,0.49,0.0,981.9,cuda,277.0,0.0,0.069,0.0,0.006,0.001,0.001,0.151,0.001,0.001,0.002,0.358,0.01,,0.033,0.114,0.22
GECCO,done,10972312.0,121227.0,5383.0,5383.0,0.0,5383.0,xml,owlready2:rdfxml,4.921,4.921,1059.4,501.3,cuda,78.0,0.0,3.058,0.0,0.698,0.011,0.028,0.258,0.051,0.069,0.029,4.692,0.051,,0.18,0.063,3.728
GECKO,done,182527.0,1506.0,155.0,155.0,0.0,154.0,xml,xml,0.427,0.427,0.0,981.5,cuda,139.0,0.0,0.052,0.0,0.004,0.0,0.001,0.115,0.0,0.001,0.001,0.305,0.008,,0.022,0.091,0.289
GENAI,done,19851.0,137.0,63.0,56.0,7.0,55.0,xml,xml,0.237,0.237,0.0,450.7,,0.0,0.0,0.006,0.001,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.129,0.005,,,,0.144
GENDER,done,9024.0,65.0,8.0,7.0,1.0,2.0,xml,xml,0.269,0.269,0.0,457.2,cuda,5.0,0.0,0.003,0.001,0.0,0.0,0.0,0.018,0.0,0.0,0.001,0.142,0.005,,0.009,0.008,0.179
GENE-CDS,done,3931712.0,50497.0,2266.0,2266.0,0.0,2265.0,xml,xml,2.344,2.344,1751.2,484.2,cuda,9.0,0.0,1.528,0.003,0.315,0.003,0.006,0.025,0.024,0.041,0.008,2.186,0.023,,0.009,0.011,1.37
GENEPIO,done,9012669.0,86003.0,9389.0,9160.0,229.0,9160.0,xml,xml,7.211,7.211,1816.9,1049.9,cuda,6814.0,0.001,3.166,0.0,0.499,0.015,0.04,2.743,0.015,0.04,0.035,6.907,0.153,,0.635,2.015,3.11
GENO,done,1454511.0,12940.0,875.0,590.0,285.0,590.0,xml,xml,1.189,1.189,1681.3,983.2,cuda,705.0,0.0,0.387,0.0,0.162,0.001,0.003,0.317,0.003,0.004,0.004,1.033,0.02,,0.069,0.236,0.626
GEO,done,35052825.0,308891.0,54873.0,328.0,54545.0,328.0,xml,xml,17.651,17.651,2214.5,982.0,cuda,306.0,0.001,12.584,0.021,2.196,0.077,0.124,0.395,0.206,0.008,0.246,17.01,0.368,,0.174,0.128,11.637
GEOSPARQL,done,132407.0,1134.0,62.0,62.0,0.0,61.0,xml,xml,0.307,0.307,0.0,469.6,cuda,7.0,0.0,0.039,0.001,0.003,0.0,0.0,0.019,0.0,0.001,0.001,0.188,0.006,,0.009,0.008,0.293
GEOSPECIES,done,260871.0,2273.0,290.0,86.0,204.0,86.0,xml,xml,0.348,0.348,0.0,472.2,cuda,14.0,0.0,0.073,0.001,0.006,0.0,0.001,0.02,0.0,0.001,0.002,0.233,0.007,,0.01,0.008,0.19
GERO,done,174964.0,1462.0,73.0,54.0,19.0,53.0,xml,xml,0.364,0.364,0.0,726.6,cuda,66.0,0.0,0.047,0.0,0.004,0.0,0.0,0.061,0.0,0.001,0.001,0.244,0.006,,0.01,0.049,0.252
GEXO,done,226670725.0,2466411.0,166255.0,166255.0,0.0,166254.0,xml,xml,173.654,173.654,4887.2,1517.9,cuda,166254.0,0.0,88.153,0.124,15.889,0.397,0.97,51.035,3.019,0.767,0.942,169.477,2.79,,15.232,33.317,74.156
GFF-M4M,done,266636.0,3179.0,427.0,405.0,22.0,10.0,xml,xml,0.396,0.396,0.0,472.6,cuda,32.0,0.0,0.106,0.001,0.008,0.001,0.001,0.02,0.0,0.0,0.002,0.274,0.008,,0.01,0.008,0.325
GFFO,done,26649.0,101.0,2.0,2.0,0.0,1.0,xml,xml,0.237,0.237,0.0,450.7,,0.0,0.0,0.005,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.132,0.005,,,,0.241
GFO,done,81142.0,654.0,45.0,45.0,0.0,45.0,xml,xml,0.302,0.302,0.0,451.8,cuda,1.0,0.0,0.022,0.001,0.002,0.0,0.0,0.015,0.0,0.001,0.001,0.167,0.005,,0.007,0.007,0.126
GFO-BIO,done,155022.0,1277.0,169.0,168.0,1.0,168.0,xml,xml,0.348,0.348,0.0,646.7,cuda,47.0,0.0,0.041,0.001,0.004,0.0,0.0,0.047,0.001,0.001,0.001,0.222,0.007,,0.009,0.035,0.205
GFVO,done,167090.0,1350.0,103.0,103.0,0.0,102.0,xml,xml,0.4,0.4,0.0,875.8,cuda,102.0,0.0,0.042,0.001,0.003,0.0,0.0,0.088,0.0,0.001,0.001,0.265,0.007,,0.011,0.074,0.228
GLYCO,done,4640085.0,38795.0,2014.0,230.0,1784.0,230.0,xml,xml,2.042,2.042,1741.0,983.1,cuda,403.0,0.0,1.311,0.003,0.104,0.002,0.003,0.245,0.037,0.002,0.007,1.901,0.024,,0.072,0.165,1.608
GLYCOCOO,done,61730.0,520.0,52.0,52.0,0.0,51.0,xml,xml,0.285,0.285,0.0,528.8,cuda,34.0,0.0,0.019,0.001,0.001,0.0,0.0,0.028,0.0,0.001,0.001,0.171,0.006,,0.01,0.016,0.12
GLYCORDF,done,299952.0,2762.0,383.0,137.0,246.0,137.0,xml,xml,0.506,0.506,0.0,981.7,cuda,216.0,0.001,0.089,0.001,0.007,0.001,0.001,0.139,0.001,0.001,0.002,0.37,0.01,,0.027,0.108,0.278
GML,done,230971.0,2007.0,198.0,175.0,23.0,175.0,xml,xml,0.348,0.348,0.0,452.2,cuda,4.0,0.0,0.066,0.001,0.005,0.0,0.001,0.018,0.001,0.001,0.001,0.22,0.007,,0.008,0.009,0.276
GMM,done,1290819.0,11388.0,1897.0,1897.0,0.0,1896.0,xml,xml,0.856,0.856,0.0,450.7,,0.0,0.0,0.398,0.001,0.153,0.002,0.006,0.003,0.001,0.006,0.006,0.716,0.018,,,,0.542
GMO,done,1697913.0,19004.0,1562.0,1560.0,2.0,1559.0,xml,xml,1.249,1.249,1685.9,944.6,cuda,204.0,0.0,0.753,0.0,0.051,0.002,0.007,0.119,0.001,0.005,0.005,1.102,0.019,,0.025,0.089,0.657
GNO,done,263614174.0,2967407.0,199340.0,199335.0,5.0,199334.0,xml,xml,190.274,190.274,6096.8,1328.4,cuda,199339.0,0.0,105.029,0.0,18.871,0.382,1.793,45.724,0.415,1.765,1.061,185.4,3.098,,16.112,27.121,86.243
GO,done,183413398.0,1594349.0,51987.0,51987.0,0.0,51986.0,xml,xml,106.922,106.922,4148.0,1171.9,cuda,48340.0,0.0,60.816,0.0,8.763,0.117,0.4,27.31,0.649,0.512,0.257,105.003,0.86,,6.412,20.068,62.677
GO-EXT,done,109045270.0,962502.0,35874.0,35874.0,0.0,35873.0,xml,xml,67.068,67.068,3153.7,1130.6,cuda,34399.0,0.0,35.821,0.063,6.207,0.073,0.245,18.832,0.392,0.38,0.173,65.808,0.607,,4.429,13.87,35.695
GO-PLUS,done,255869822.0,3038498.0,85173.0,85171.0,2.0,85171.0,xml,xml,167.384,167.384,5990.6,1191.9,cuda,55165.0,0.0,99.405,0.0,19.845,0.188,0.563,30.33,1.899,1.647,0.458,164.584,1.111,,7.14,22.171,92.503
GOLDTERMS,done,4708360.0,63666.0,1825.0,1825.0,0.0,1825.0,xml,xml,3.156,3.156,1756.7,723.8,cuda,1114.0,0.0,1.873,0.004,0.37,0.003,0.008,0.391,0.028,0.045,0.006,2.99,0.03,,0.14,0.239,1.654
GPML,done,72930.0,647.0,21.0,20.0,1.0,19.0,xml,xml,0.304,0.304,0.0,489.7,cuda,18.0,0.0,0.023,0.0,0.002,0.0,0.0,0.022,0.0,0.0,0.001,0.174,0.006,,0.009,0.011,0.537
GRO,done,581371.0,5283.0,511.0,507.0,4.0,507.0,xml,xml,0.473,0.473,0.0,452.4,cuda,2.0,0.0,0.165,0.001,0.014,0.001,0.001,0.017,0.002,0.004,0.002,0.344,0.009,,0.007,0.008,0.293
GRO-CPD,done,436029.0,3596.0,239.0,239.0,0.0,238.0,xml,xml,0.521,0.521,0.0,981.8,cuda,228.0,0.0,0.126,0.001,0.01,0.0,0.001,0.127,0.001,0.001,0.001,0.399,0.01,,0.025,0.098,0.267
GRO-CPGA,done,5664908.0,51618.0,1549.0,1549.0,0.0,1548.0,xml,xml,3.424,3.424,1762.8,1033.8,cuda,1356.0,0.0,1.981,0.004,0.337,0.003,0.011,0.651,0.014,0.01,0.006,3.253,0.031,,0.115,0.515,1.989
GS1GDSN,done,21016952.0,235257.0,17475.0,1489.0,15986.0,1488.0,xml,xml,15.201,15.201,2048.1,1071.9,cuda,14110.0,0.0,7.495,0.015,1.291,0.032,0.081,4.881,0.028,0.011,0.072,14.717,0.285,,1.299,3.407,6.984
GS1GPC,done,19661318.0,175197.0,22282.0,22282.0,0.0,22281.0,xml,xml,13.31,13.31,1981.1,1053.6,cuda,8803.0,0.0,6.743,0.013,1.282,0.03,0.109,3.777,0.022,0.079,0.092,12.835,0.269,,0.945,2.682,6.586
GS1WEBVOC,done,3093849.0,23972.0,2208.0,346.0,1862.0,346.0,xml,xml,2.029,2.029,1721.9,986.3,cuda,1760.0,0.0,0.927,0.002,0.071,0.004,0.005,0.676,0.002,0.003,0.007,1.873,0.039,,0.156,0.496,1.111
GSSO,done,22601404.0,207399.0,15449.0,13193.0,2256.0,13192.0,xml,xml,15.697,15.697,2045.4,1071.9,cuda,14006.0,0.0,8.015,0.0,1.153,0.031,0.08,4.926,0.051,0.07,0.074,15.208,0.266,,1.328,3.416,7.506
GVO,done,169627.0,1431.0,87.0,78.0,9.0,77.0,xml,xml,0.33,0.33,0.0,567.5,cuda,82.0,0.0,0.052,0.001,0.004,0.0,0.0,0.034,0.0,0.001,0.001,0.219,0.006,,0.009,0.023,0.188
HAAURAADO,done,2960937.0,32459.0,857.0,857.0,0.0,856.0,xml,xml,1.963,1.963,1718.5,983.6,cuda,845.0,0.0,1.094,0.002,0.244,0.001,0.005,0.256,0.016,0.016,0.003,1.819,0.019,,0.074,0.173,1.078
HAMIDEHSGH,done,360508.0,3630.0,408.0,408.0,0.0,407.0,xml,xml,0.396,0.396,0.0,450.7,,0.0,0.0,0.125,0.001,0.01,0.0,0.002,0.001,0.001,0.002,0.002,0.271,0.008,,,,0.218
HANCESTRO,done,2418090.0,27599.0,1329.0,1310.0,19.0,1310.0,xml,xml,1.661,1.661,1699.0,983.1,cuda,674.0,0.0,0.948,0.0,0.077,0.002,0.006,0.272,0.012,0.013,0.005,1.515,0.022,,0.065,0.196,0.875
HAO,done,7663020.0,75151.0,5362.0,2598.0,2764.0,2597.0,xml,xml,4.667,4.667,1792.0,866.8,cuda,2566.0,0.0,2.86,0.0,0.448,0.008,0.02,0.751,0.03,0.018,0.018,4.461,0.063,,0.242,0.478,2.684
HAROREADO,done,2961023.0,32460.0,857.0,857.0,0.0,856.0,xml,xml,1.98,1.98,1718.9,983.6,cuda,845.0,0.001,1.101,0.002,0.246,0.001,0.005,0.257,0.016,0.016,0.003,1.835,0.019,,0.075,0.173,1.098
HASCO,done,2882923.0,28312.0,3714.0,2546.0,1168.0,2546.0,xml,xml,2.44,2.44,1718.9,988.0,cuda,2364.0,0.0,1.034,0.0,0.232,0.005,0.01,0.761,0.008,0.014,0.013,2.259,0.055,,0.186,0.548,1.058
HCDR,done,83900.0,666.0,120.0,120.0,0.0,119.0,xml,xml,0.269,0.269,0.0,450.7,,0.0,0.0,0.023,0.001,0.002,0.0,0.0,0.0,0.0,0.001,0.001,0.155,0.005,,,,0.138
HCODONONT,done,100058.0,821.0,98.0,98.0,0.0,98.0,xml,xml,0.3,0.3,0.0,453.3,cuda,4.0,0.0,0.025,0.001,0.002,0.0,0.0,0.019,0.001,0.001,0.001,0.175,0.006,,0.009,0.008,0.192
HCPCS,done,16536042.0,137223.0,8058.0,8058.0,0.0,8052.0,xml,xml,7.576,7.576,1876.6,453.1,cuda,4.0,0.0,5.79,0.012,0.759,0.015,0.036,0.061,0.056,0.026,0.033,7.317,0.078,,0.018,0.024,5.52
HDMPONTO,done,759170.0,4341.0,382.0,378.0,4.0,377.0,xml,xml,0.443,0.443,0.0,451.0,cuda,2.0,0.0,0.145,0.001,0.012,0.0,0.001,0.016,0.002,0.002,0.002,0.315,0.008,,0.007,0.007,0.331
HDS,done,36114.0,381.0,50.0,50.0,0.0,49.0,xml,xml,0.285,0.285,0.0,457.5,cuda,15.0,0.0,0.013,0.001,0.001,0.0,0.0,0.019,0.0,0.0,0.001,0.158,0.006,,0.009,0.008,0.149
HECON,done,42026.0,383.0,38.0,17.0,21.0,16.0,xml,xml,0.285,0.285,0.0,468.4,cuda,14.0,0.0,0.014,0.001,0.001,0.0,0.0,0.019,0.0,0.0,0.001,0.157,0.006,,0.009,0.008,0.204
HED,done,1127926.0,12506.0,1358.0,1358.0,0.0,1358.0,xml,xml,0.823,0.823,0.0,453.3,cuda,4.0,0.0,0.349,0.0,0.153,0.001,0.003,0.021,0.003,0.01,0.005,0.689,0.015,,0.009,0.009,0.504
HEIO,done,3111665.0,17670.0,1730.0,125.0,1605.0,125.0,xml,xml,1.54,1.54,1716.4,1029.9,cuda,510.0,0.0,0.627,0.0,0.179,0.002,0.003,0.395,0.008,0.002,0.007,1.378,0.024,,0.049,0.329,1.117
HELIFIT,done,529594.0,3929.0,652.0,511.0,141.0,511.0,xml,xml,0.601,0.601,0.0,983.1,cuda,360.0,0.0,0.129,0.0,0.011,0.001,0.001,0.171,0.001,0.002,0.003,0.45,0.013,,0.036,0.129,0.376
HENECON,done,1528669.0,10059.0,1844.0,1842.0,2.0,1841.0,xml,xml,1.107,1.107,1682.6,984.1,cuda,1038.0,0.0,0.371,0.0,0.029,0.002,0.004,0.391,0.002,0.007,0.007,0.956,0.027,,0.097,0.279,0.58
HENEGEO,done,30058430.0,295110.0,29997.0,29997.0,0.0,29996.0,xml,xml,15.971,15.971,2233.7,649.6,cuda,62.0,0.0,11.632,0.0,2.048,0.051,0.174,0.238,0.031,0.099,0.119,15.527,0.182,,0.065,0.124,9.949
HFO,done,1023924.0,10592.0,1653.0,1653.0,0.0,1652.0,xml,xml,0.649,0.649,0.0,450.7,,0.0,0.0,0.328,0.001,0.029,0.002,0.005,0.002,0.001,0.006,0.005,0.523,0.015,,,,0.447
HGNC,done,261044881.0,2443911.0,47438.0,47438.0,0.0,47437.0,xml,xml,115.106,115.106,5171.1,450.7,,0.0,0.0,86.541,0.149,15.394,0.07,0.34,0.084,0.879,0.357,0.243,113.247,0.259,,,,94.148
HGNC-NR,done,231250842.0,2307084.0,50281.0,50281.0,0.0,50280.0,xml,xml,117.834,117.834,5125.6,450.7,,0.0,0.0,89.948,0.0,15.178,0.199,0.612,0.096,0.758,0.192,0.241,116.014,0.277,,,,75.684
HHEAR,done,3844009.0,37553.0,4574.0,3691.0,883.0,3691.0,xml,xml,3.709,3.709,1733.6,992.7,cuda,3954.0,0.0,1.365,0.0,0.268,0.006,0.013,1.588,0.008,0.02,0.018,3.489,0.08,,0.724,0.82,1.364
HHEARP,done,2883276.0,28444.0,3726.0,2521.0,1205.0,2521.0,xml,xml,2.388,2.388,1720.0,988.1,cuda,2397.0,0.0,0.966,0.002,0.233,0.005,0.01,0.766,0.008,0.014,0.013,2.199,0.055,,0.187,0.55,1.074
HHEARVS,done,4737557.0,44766.0,10291.0,10290.0,1.0,3.0,xml,xml,2.244,2.244,1747.6,450.7,,0.0,0.0,1.456,0.003,0.284,0.011,0.021,0.014,0.004,0.007,0.029,2.038,0.069,,,,1.779
HIFM,done,11913.0,69.0,2.0,2.0,0.0,1.0,xml,xml,0.274,0.274,0.0,451.1,cuda,1.0,0.0,0.004,0.001,0.0,0.0,0.0,0.032,0.0,0.0,0.001,0.16,0.005,,0.016,0.015,0.22
HINO,done,80227398.0,799186.0,37631.0,37631.0,0.0,37630.0,xml,xml,48.67,48.67,2880.5,1084.6,cuda,18682.0,0.001,28.451,0.045,4.992,0.068,0.144,9.578,0.683,0.761,0.181,47.729,0.441,,2.904,6.306,26.547
HIO,done,591241.0,6090.0,496.0,496.0,0.0,496.0,xml,xml,0.719,0.719,0.0,983.1,cuda,18.0,0.0,0.182,0.0,0.017,0.001,0.003,0.026,0.001,0.002,0.002,0.583,0.011,0.204,0.009,0.015,0.301
HIV,parse_failed,2411067.0,,,,,0.0,,,0.004,,,,,,,,,,,,,,,,,,,,,1.323
HIVCRS,done,7938.0,42.0,9.0,9.0,0.0,8.0,xml,xml,0.255,0.255,0.0,450.7,,0.0,0.0,0.002,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.127,0.006,,,,0.146
HIVHPVFGS,done,10792.0,84.0,10.0,9.0,1.0,2.0,xml,xml,0.275,0.275,0.0,459.8,cuda,7.0,0.0,0.004,0.001,0.0,0.0,0.0,0.021,0.0,0.0,0.001,0.152,0.006,,0.01,0.01,0.192
HIVHPVSCHISTOSOM,done,16299.0,126.0,13.0,12.0,1.0,2.0,xml,xml,0.268,0.268,0.0,452.9,cuda,2.0,0.0,0.005,0.001,0.0,0.0,0.0,0.032,0.0,0.0,0.001,0.159,0.005,,0.017,0.014,0.124
HIVMT,done,261962.0,1830.0,163.0,162.0,1.0,161.0,xml,xml,0.363,0.363,0.0,529.5,cuda,19.0,0.0,0.065,0.001,0.005,0.0,0.0,0.03,0.001,0.002,0.001,0.244,0.007,,0.011,0.017,0.201
HIVO004,done,1624386.0,11699.0,2207.0,2114.0,93.0,2114.0,xml,xml,0.997,0.997,0.0,981.6,cuda,162.0,0.0,0.394,0.002,0.155,0.002,0.004,0.127,0.004,0.011,0.008,0.849,0.026,,0.032,0.09,0.814
HL7,done,15800330.0,121554.0,9118.0,9118.0,0.0,9104.0,xml,xml,9.947,9.947,1871.9,1049.9,cuda,6826.0,0.0,5.3,0.012,0.709,0.02,0.042,2.933,0.059,0.033,0.037,9.631,0.143,,0.707,2.106,5.313
HMIS033B,done,15811.0,272.0,0.0,0.0,0.0,0.0,turtle,turtle,0.284,0.284,0.0,418.7,,0.0,0.0,0.012,0.001,0.001,0.0,0.0,0.0,0.0,0.0,,0.152,0.003,,,,0.264
HMISLAB0115,done,20125.0,162.0,21.0,20.0,1.0,2.0,xml,xml,0.302,0.302,0.0,469.0,cuda,18.0,0.0,0.006,0.001,0.0,0.0,0.0,0.034,0.0,0.0,0.001,0.17,0.005,,0.017,0.016,0.123
HNS,done,329297.0,2187.0,684.0,547.0,137.0,546.0,xml,xml,0.332,0.332,0.0,450.7,,0.0,0.0,0.081,0.001,0.006,0.001,0.001,0.001,0.001,0.002,0.002,0.221,0.01,,,,0.203
HO,done,232191.0,2222.0,215.0,214.0,1.0,213.0,xml,xml,0.46,0.46,0.0,846.5,cuda,175.0,0.0,0.066,0.0,0.007,0.0,0.001,0.107,0.001,0.001,0.001,0.321,0.009,,0.025,0.079,0.24
HOIP,done,34182474.0,317379.0,14018.0,14018.0,0.0,14018.0,xml,xml,21.554,21.554,2218.4,1063.9,cuda,11317.0,0.0,11.18,0.0,2.169,0.029,0.067,5.992,0.179,0.231,0.059,21.091,0.217,,1.558,4.257,11.4
HOM,done,136248.0,1098.0,67.0,67.0,0.0,66.0,xml,xml,0.327,0.327,0.0,600.7,cuda,66.0,0.0,0.039,0.0,0.003,0.0,0.0,0.039,0.0,0.001,0.001,0.208,0.006,,0.009,0.027,0.232
HOME,done,63378.0,469.0,83.0,83.0,0.0,82.0,xml,xml,0.269,0.269,0.0,450.7,,0.0,0.0,0.015,0.001,0.001,0.0,0.0,0.0,0.0,0.001,0.001,0.142,0.005,,,,0.14
HOOM,done,264437655.0,3725403.0,135862.0,135861.0,1.0,135860.0,xml,xml,154.137,154.137,7344.3,684.1,cuda,4378.0,0.0,104.793,0.151,23.996,0.228,0.419,1.32,1.901,4.738,0.719,150.631,1.302,,0.499,0.503,86.477
HOOM_V3,done,41763458.0,509327.0,120425.0,4353.0,116072.0,4352.0,xml,xml,25.602,25.602,2425.4,450.7,,0.0,0.001,18.971,0.025,2.732,0.113,0.291,0.2,0.069,0.021,0.414,24.625,0.635,,,,13.812
HORD,done,15903098.0,112711.0,14613.0,14558.0,55.0,14558.0,xml,xml,5.795,5.795,1872.2,494.7,cuda,17.0,0.0,4.234,0.012,0.617,0.011,0.034,0.044,0.015,0.052,0.043,5.546,0.089,,0.01,0.011,5.311
HOSP,done,12883.0,85.0,9.0,7.0,2.0,6.0,xml,xml,0.283,0.283,0.0,418.7,,0.0,0.0,0.008,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.15,0.007,,,,0.107
HP,done,47043356.0,393535.0,23928.0,23928.0,0.0,23927.0,xml,xml,27.869,27.869,2324.4,1081.9,cuda,17528.0,0.001,15.581,0.0,2.084,0.044,0.156,7.514,0.114,0.097,0.11,27.209,0.343,,1.878,5.354,15.827
HPIO,done,287475.0,2316.0,276.0,276.0,0.0,275.0,xml,xml,0.523,0.523,0.0,981.9,cuda,263.0,0.0,0.069,0.001,0.006,0.0,0.001,0.163,0.0,0.001,0.002,0.379,0.011,,0.032,0.125,0.254
HPO,done,234288.0,1768.0,276.0,115.0,161.0,114.0,xml,xml,0.333,0.333,0.0,450.7,,0.0,0.0,0.055,0.001,0.004,0.0,0.001,0.0,0.001,0.002,0.001,0.202,0.007,,,,0.179
HP_O,done,198755.0,1306.0,200.0,200.0,0.0,199.0,xml,xml,0.298,0.298,0.0,418.7,,0.0,0.0,0.043,0.001,0.004,0.0,0.0,0.0,0.001,0.002,0.001,0.179,0.006,,,,0.264
HRA,done,206415750.0,2158653.0,187911.0,12476.0,175435.0,12476.0,xml,xml,99.23,99.23,4684.6,1046.1,cuda,5544.0,0.0,69.607,0.119,13.727,0.298,1.048,3.071,0.245,0.129,0.943,96.556,1.383,,0.776,1.857,67.591
HRAVS,done,782416.0,6857.0,735.0,734.0,1.0,2.0,xml,xml,0.775,0.775,0.0,983.1,cuda,546.0,0.0,0.219,0.001,0.018,0.001,0.002,0.263,0.0,0.001,0.003,0.644,0.016,,0.067,0.188,0.425
HRDO,done,48998529.0,613614.0,13540.0,13540.0,0.0,13539.0,xml,xml,27.655,27.655,2506.4,451.0,cuda,1.0,0.001,20.491,0.029,3.809,0.048,0.09,0.054,0.274,0.35,0.062,27.17,0.124,,0.015,0.016,16.123
HSAPDV,done,605898.0,7090.0,261.0,261.0,0.0,260.0,xml,xml,0.635,0.635,0.0,981.9,cuda,260.0,0.0,0.206,0.0,0.018,0.0,0.002,0.137,0.003,0.003,0.002,0.506,0.009,,0.029,0.104,0.467
HSO,done,1427319.0,12335.0,640.0,448.0,192.0,448.0,xml,xml,1.045,1.045,1680.9,981.9,cuda,276.0,0.0,0.41,0.0,0.158,0.001,0.003,0.179,0.002,0.003,0.003,0.906,0.013,,0.036,0.137,0.599
HSPO,done,214495056.0,2187388.0,52661.0,52461.0,200.0,52461.0,xml,xml,121.948,121.948,4832.7,1148.3,cuda,40291.0,0.0,78.688,0.118,14.415,0.107,0.328,16.63,0.856,0.327,0.266,119.804,0.783,,4.872,11.108,70.148
